,date,category,region,units_sold,unit_price,discount,marketing_spend,temperature,is_weekend,is_holiday,revenue,month,quarter,year,day_of_week
56,2022-11-09T00:00:00.000,Sports,North,18,33.05860593540926,0.005834415110424351,1349.5731249804999,19.50429392014733,0,1,1392.251026520002,11,4,2022,2
57,2022-01-05T00:00:00.000,Sports,East,181,322.40316096405445,0.26616382277289796,2624.967163228772,9.18579860784056,0,0,43252.87430840619,1,1,2022,2
58,2022-04-21T00:00:00.000,Food,East,75,184.1384386560123,0.23513753534561915,2994.019313594075,5.183036474001946,0,0,11051.613552124943,4,2,2022,3
59,2022-01-09T00:00:00.000,Clothing,West,42,233.01087320605703,0.1667736051222961,2317.8932748638763,21.104101412116393,1,0,8651.776026864853,1,1,2022,6
60,2022-05-29T00:00:00.000,Electronics,East,10,424.5015054420887,0.18408123427123751,898.7212128635558,22.06697333835238,1,0,3634.368961710108,5,2,2022,6
61,2022-01-27T00:00:00.000,Sports,South,67,15.955692598010007,0.2909636480122917,694.2196037775925,36.19000897943249,0,0,909.477806239125,1,1,2022,3
62,2022-09-30T00:00:00.000,Home & Garden,East,50,412.0705482353022,0.20299339044595424,3362.21304052607,19.062759728829857,0,0,16902.51375651082,9,3,2022,4
63,2022-04-15T00:00:00.000,Electronics,East,52,332.9274117598036,0.24063916743827624,974.1539027876267,6.244980346244192,0,0,13284.767247816626,4,2,2022,4
64,2022-11-01T00:00:00.000,Home & Garden,North,21,207.48534252854094,0.1903669403224574,3295.3384498733744,9.226132256383803,0,1,4498.844997458895,11,4,2022,1
65,2022-12-16T00:00:00.000,Sports,South,21,48.52708838498144,0.09927442973405855,1617.2936583388068,39.58048867228975,0,0,1250.2497823182716,12,4,2022,4
66,2022-12-03T00:00:00.000,Sports,West,114,91.5867380542624,0.2136660615531476,1291.5062753839793,13.238414166442515,1,0,8645.8205949922,12,4,2022,5
67,2022-10-12T00:00:00.000,Sports,South,168,436.69061444567546,0.15382496993817887,2292.1260568853577,22.400854825118998,0,0,62223.6419161087,10,4,2022,2
68,2022-02-04T00:00:00.000,Sports,East,82,55.22238725208558,0.14434361821688796,3595.0312269323736,22.90799547415414,0,0,4431.681348318684,2,1,2022,4
69,2022-09-30T00:00:00.000,Sports,West,12,357.60052269394924,0.03162041321893868,4274.84237856831,28.485454318651843,0,0,4603.219855093168,9,3,2022,4
70,2022-02-20T00:00:00.000,Sports,South,46,19.0114315082587,0.2742896419681497,1029.879873005635,25.178076642998874,1,0,966.8949762236563,2,1,2022,6
71,2022-09-05T00:00:00.000,Home & Garden,East,58,341.2914626490324,0.09217168855431614,2165.1103586426716,24.266512198602918,0,0,18418.141641423244,9,3,2022,0
72,2022-10-24T00:00:00.000,Sports,West,59,44.162518658527446,0.2680214187263961,2245.254213069925,15.075788732438829,0,0,2259.3780432277035,10,4,2022,0
73,2022-08-28T00:00:00.000,Clothing,West,107,473.05837618176207,0.20208294959900852,792.0467579228425,21.300395218362414,1,0,40720.1248059855,8,3,2022,6
74,2022-05-27T00:00:00.000,Electronics,West,125,11.552245804543851,0.19205949346788714,1842.957105628445,13.413383604481933,0,0,1531.6803775976296,5,2,2022,4
75,2022-05-26T00:00:00.000,Clothing,West,79,82.91002500850666,0.13880268151961805,4914.443201732083,21.91926025906013,0,0,6343.596658494991,5,2,2022,3
76,2022-11-28T00:00:00.000,Clothing,South,85,205.000569726571,0.2794436977790042,2022.039352927782,36.985670161262874,0,1,13462.928039489721,11,4,2022,0
77,2022-01-21T00:00:00.000,Clothing,West,94,242.0011676824772,0.051960560973004555,2452.332421570879,18.947665703908072,0,0,22011.418486414477,1,1,2022,4
78,2022-10-23T00:00:00.000,Home & Garden,South,121,101.03070780236682,0.025489886966839924,2463.107118607208,28.040760382712165,1,0,12440.845881226745,10,4,2022,6
79,2022-06-03T00:00:00.000,Home & Garden,East,26,341.2930333930614,0.2831946916089629,1710.3561421792367,21.63923127475258,0,0,6740.823602886181,6,2,2022,4
80,2022-12-11T00:00:00.000,Food,East,171,322.2780567036317,0.021208982455309854,2126.930844933305,23.717981319841737,1,1,54956.94162797898,12,4,2022,6
81,2022-02-02T00:00:00.000,Electronics,North,38,82.0660056552286,0.27797628754844833,2714.523318857922,14.038553590463541,0,0,2658.195462493112,2,1,2022,2
82,2022-05-20T00:00:00.000,Electronics,East,161,329.62290781005044,0.25368130889697205,3616.217720011514,20.047587708655186,0,0,40046.26681932285,5,2,2022,4
83,2022-02-02T00:00:00.000,Sports,South,52,127.6713532013146,0.022758998432599174,1079.9587485979214,9.481604363522035,0,0,6690.121160841985,2,1,2022,2
84,2022-06-10T00:00:00.000,Clothing,West,99,495.2023578579345,0.0717476333346729,2888.3180987907613,27.783506729132544,0,0,46087.88309735018,6,2,2022,4
85,2022-10-02T00:00:00.000,Sports,West,94,211.24753024191645,0.24528701349134585,4527.754717999249,34.86348642189911,1,0,15823.689769038961,10,4,2022,6
86,2022-05-23T00:00:00.000,Food,East,99,415.30749272953545,0.12750072423695924,1739.5100590572908,14.276222134919161,0,0,35926.72908428435,5,2,2022,0
87,2022-12-30T00:00:00.000,Clothing,South,167,65.6865589613925,0.0011755124853279786,4997.573064768529,33.07957940016172,0,0,11515.264650281959,12,4,2022,4
88,2022-04-23T00:00:00.000,Home & Garden,West,117,442.76459593256817,0.2844595520229202,2690.3797175854197,29.58137427968974,1,0,37660.75944345294,4,2,2022,5
89,2022-06-13T00:00:00.000,Home & Garden,East,103,323.9014399389548,0.19998014371398576,1232.1488471385464,24.77798593584647,0,0,26843.185360009134,6,2,2022,0
90,2022-07-11T00:00:00.000,Electronics,East,117,173.47791396006417,0.237467460777411,2530.823508631647,11.420476874120208,0,0,15847.669897223295,7,3,2022,0
91,2022-08-15T00:00:00.000,Clothing,West,151,146.26876238251467,0.06508687375916385,1796.0240566581851,24.471480253997775,0,0,20882.76622464546,8,3,2022,0
92,2022-09-19T00:00:00.000,Food,East,177,134.72486603161397,0.1419082510029062,694.9187296444038,29.47688131884251,0,0,20512.04118940895,9,3,2022,0
93,2022-04-19T00:00:00.000,Clothing,East,160,421.944483725488,0.21984046342987518,2940.0674247133175,25.66216916605705,0,0,53167.00313932571,4,2,2022,1
94,2022-08-13T00:00:00.000,Food,West,79,41.60537175641528,0.2917567486900986,2948.13484382559,24.59285027629175,1,0,2964.322843697038,8,3,2022,5
95,2022-08-09T00:00:00.000,Food,West,14,66.25049435312725,0.2824598730853323,4028.9277846437008,21.183691191938927,0,0,1353.8219560315094,8,3,2022,1
96,2022-03-27T00:00:00.000,Sports,North,11,292.69870043897146,0.04645241839423648,2102.8727455762073,29.395455487699202,1,0,3455.39563092614,3,1,2022,6
97,2022-02-10T00:00:00.000,Home & Garden,West,24,400.6747292319813,0.04497522820463213,1531.6312785468867,30.27883989375732,0,0,9552.038028285793,2,1,2022,3
98,2022-02-01T00:00:00.000,Food,East,59,427.56893515608465,0.16557205163234565,3024.220871909238,35.682876093042076,0,0,21708.125714433438,2,1,2022,1
99,2022-01-10T00:00:00.000,Sports,East,165,362.9633508913366,0.2754855106139873,2336.182077212675,11.694707986308897,0,0,43759.22137696527,1,1,2022,0
100,2022-12-31T00:00:00.000,Home & Garden,South,59,64.88573940342079,0.2548393289785666,2897.8120952746694,21.496262793677392,1,1,3933.171019762551,12,4,2022,5
101,2022-06-26T00:00:00.000,Sports,East,142,182.94966669165473,0.18638773471488304,2003.2248455094614,30.644466770659815,1,0,21573.22044460392,6,2,2022,6
102,2022-12-10T00:00:00.000,Sports,East,61,210.52048529398002,0.22447011494805277,1010.5798626795831,13.664757784962463,1,0,10251.472219958378,12,4,2022,5
103,2022-05-07T00:00:00.000,Food,East,39,403.15362128803946,0.14372101893100536,581.0004002534674,19.75054145527366,1,0,13804.503892267268,5,2,2022,5
104,2022-11-20T00:00:00.000,Clothing,West,147,151.96671203172517,0.07162553132580722,1460.9428452065363,19.390051776799545,1,0,21005.480925298703,11,4,2022,6
105,2022-11-24T00:00:00.000,Sports,West,174,384.7403586412937,0.07966727940372409,4130.481063419453,13.813236811780852,0,0,62041.440454432945,11,4,2022,3
106,2022-10-05T00:00:00.000,Clothing,South,76,405.9532303868511,0.09621735733798727,3030.932183530644,14.78058575616159,0,0,28314.52177597425,10,4,2022,2
107,2022-05-08T00:00:00.000,Sports,West,10,108.55690586928486,0.05358866302628985,2019.8659853068125,19.645732401141032,1,0,1612.4045994617093,5,2,2022,6
108,2022-03-24T00:00:00.000,Clothing,North,64,489.5293308262599,0.11228903014193779,578.82195887928,13.545155164783099,0,0,27936.038563695078,3,1,2022,3
109,2022-05-22T00:00:00.000,Home & Garden,North,118,488.93724437973646,0.011205880930666478,2502.9799867309735,8.959757818590827,1,0,57673.30190567601,5,2,2022,6
110,2022-09-23T00:00:00.000,Sports,North,143,298.93021262425833,0.020213061456577718,4241.933538519495,11.20642936283788,0,0,42594.03249702275,9,3,2022,4
111,2022-07-13T00:00:00.000,Home & Garden,East,161,299.16242890400565,0.15724640030842676,1773.5028594308496,6.329158864936229,0,1,41507.95897108558,7,3,2022,2
112,2022-01-08T00:00:00.000,Electronics,East,13,201.92104230241898,0.18657432638516344,4858.87399385124,8.32177684181273,1,0,2824.791162332075,1,1,2022,5
113,2022-11-03T00:00:00.000,Home & Garden,North,47,372.6087220775243,0.09291997468380361,4364.384115241328,29.515920289852524,0,0,16557.69090136604,11,4,2022,3
114,2022-02-10T00:00:00.000,Sports,North,164,396.4126335000201,0.045502463919825355,1902.7493050799671,13.6971198935063,0,0,62346.049658762815,2,1,2022,3
115,2022-08-07T00:00:00.000,Food,West,67,233.2533866542533,0.2034341492862626,2943.5964389004384,17.141009172753495,1,0,13023.829766630819,8,3,2022,6
116,2022-03-31T00:00:00.000,Food,South,87,319.68758815000507,0.01753638423256617,1137.9847708719585,14.608908890004388,0,0,27434.000315679838,3,1,2022,3
117,2022-09-02T00:00:00.000,Sports,East,136,264.8885609177122,0.08847934074115929,568.6917784071339,12.704523546913434,0,0,32797.34297770995,9,3,2022,4
118,2022-09-26T00:00:00.000,Home & Garden,East,139,482.95272288741023,0.12845518196015185,3344.086437900964,30.41389407706229,0,0,58971.30960295089,9,3,2022,0
119,2022-05-28T00:00:00.000,Electronics,West,44,113.24543229492956,0.28723440571142883,539.88478301061,39.92372994886924,1,0,3778.9890890161614,5,2,2022,5
120,2022-07-30T00:00:00.000,Electronics,North,86,189.70851744871064,0.07112111735225342,2512.728356707049,7.533173761794287,1,1,16257.931001487414,7,3,2022,5
121,2022-08-04T00:00:00.000,Sports,West,103,243.08703082536977,0.20231989554419447,3933.0200099946387,6.590837515252859,0,0,20574.18913211082,8,3,2022,3
122,2022-12-30T00:00:00.000,Home & Garden,South,119,142.17380827814586,0.2107196163241796,3465.0581295868574,39.61938616880567,0,0,13989.034844132542,12,4,2022,4
123,2022-05-11T00:00:00.000,Sports,South,122,149.79226579508506,0.12875477801890706,1704.9950396975037,32.6206296306056,0,0,16054.863014826355,5,2,2022,2
124,2022-04-29T00:00:00.000,Home & Garden,North,198,65.90693459508735,0.04537404862048037,1513.9261847805578,13.78383314691043,0,0,12671.409724902784,4,2,2022,4
125,2022-10-07T00:00:00.000,Home & Garden,South,44,382.83412905903975,0.012821881818585412,4390.935595712355,9.153121506608858,0,0,17386.441052597518,10,4,2022,4
126,2022-10-21T00:00:00.000,Food,South,93,436.12834555796394,0.026440329293007447,3995.5929674388385,34.664167156915774,0,0,40209.87923200881,10,4,2022,4
127,2022-08-13T00:00:00.000,Clothing,North,88,412.14111877572185,0.1432051194367204,2078.6859920075703,17.68959287956831,1,0,31431.66775593347,8,3,2022,5
128,2022-03-28T00:00:00.000,Sports,West,150,342.54344597517957,0.1262689586277678,4826.37910030958,25.974713123825715,0,0,45550.09528047242,3,1,2022,0
129,2022-11-11T00:00:00.000,Electronics,West,105,247.9590596757415,0.21125266685840696,634.0572681467997,5.342278310701666,0,0,20746.559566887707,11,4,2022,4
130,2022-10-29T00:00:00.000,Sports,South,11,15.17005000059303,0.11822704583235093,4329.2835473306,17.105060029134425,1,0,1163.6336414712837,10,4,2022,5
131,2022-03-29T00:00:00.000,Electronics,South,154,307.7709927138279,0.12080136247619934,1435.2967463884206,33.46924127476379,0,0,42083.87715576141,3,1,2022,1
132,2022-05-13T00:00:00.000,Clothing,North,70,241.52174395319165,0.01369462365071512,1130.1084389899297,14.688500772695702,0,1,17363.970631012395,5,2,2022,4
133,2022-09-15T00:00:00.000,Clothing,East,199,203.2974693602776,0.2943393587134652,3915.626216230413,22.901836637593412,0,0,28954.694264193713,9,3,2022,3
134,2022-09-24T00:00:00.000,Home & Garden,West,134,407.81440076508613,0.004158640773858036,3422.204691064801,28.410678586423987,1,0,55228.073316175345,9,3,2022,5
135,2022-01-28T00:00:00.000,Electronics,North,23,154.30203395132062,0.2987494125088112,3636.1627513871667,18.447064098272698,0,0,3039.5604855692577,1,1,2022,4
136,2022-02-26T00:00:00.000,Electronics,West,179,439.56603515260025,0.12525182520836764,2578.7428275901443,39.6619459669622,1,0,69370.2609212318,2,1,2022,5
137,2022-04-18T00:00:00.000,Home & Garden,South,181,106.76054003136929,0.2660774700627808,3406.148656948427,15.006737623370604,0,0,14790.416301103965,4,2,2022,0
138,2022-01-13T00:00:00.000,Sports,West,157,189.56970444560136,0.22325115691696867,3744.2296591345817,15.782127714833623,0,0,23758.286541283378,1,1,2022,3
139,2022-02-05T00:00:00.000,Food,East,27,229.23205974349278,0.15978517993650695,1591.1172663562834,14.423513083228334,1,0,5574.322994943582,2,1,2022,5
140,2022-01-23T00:00:00.000,Sports,West,173,214.7935555406336,0.2902741654560742,2965.8734746163927,19.821482980784147,1,0,27178.867686838563,1,1,2022,6
141,2022-05-03T00:00:00.000,Electronics,East,118,492.21405632788395,0.20037599964108813,3356.0207296427366,10.808421335352474,0,0,47060.81000879096,5,2,2022,1
142,2022-12-03T00:00:00.000,Home & Garden,South,181,128.12152946980095,0.004708771678883894,2120.44833851951,8.143774529896167,1,0,23497.41971181565,12,4,2022,5
143,2022-05-22T00:00:00.000,Clothing,East,183,25.168337550478327,0.11639602798406085,1220.1122140843731,5.817323371486507,1,0,4462.492691909908,5,2,2022,6
144,2022-11-02T00:00:00.000,Home & Garden,East,10,12.621004460169194,0.22447164185427002,4563.7279389613195,9.890219844263392,0,0,778.4052684942432,11,4,2022,2
145,2022-11-04T00:00:00.000,Food,South,106,118.36232895423976,0.08073592579140311,4114.098900213106,6.545094673060941,0,1,12679.696205758786,11,4,2022,4
146,2022-12-04T00:00:00.000,Home & Garden,South,32,422.85170571793884,0.10865448083824547,3472.1137461399403,21.478574677806435,1,0,12719.217743528214,12,4,2022,6
147,2022-05-02T00:00:00.000,Home & Garden,West,50,293.02074928176717,0.1903747252650911,4090.6137182715233,18.85896654318592,0,1,12853.530828622786,5,2,2022,0
148,2022-12-28T00:00:00.000,Sports,North,77,291.24783576555353,0.19122138367835503,3005.1916544878422,30.84034286674077,0,0,18550.32747825324,12,4,2022,2
149,2022-06-11T00:00:00.000,Electronics,East,168,356.78346163108847,0.018660967849410823,1162.8636992553666,5.274455677017088,1,0,59105.6384393822,6,2,2022,5
150,2022-11-23T00:00:00.000,Sports,East,100,314.3420992059995,0.09054001675834653,4548.843852839922,26.99424351743464,0,0,29087.131651130247,11,4,2022,2
151,2022-03-19T00:00:00.000,Home & Garden,East,27,319.46450784533505,0.2199339067245843,1092.0545830726692,30.0538737638731,1,1,7537.270297603084,3,1,2022,5
152,2022-03-29T00:00:00.000,Electronics,West,17,374.02041890823165,0.2056809199634623,3914.9998256320096,23.64399882498355,0,0,5543.203427264844,3,1,2022,1
153,2022-08-06T00:00:00.000,Clothing,North,94,419.1823132729598,0.27820655417588913,2146.486143005962,16.131735039282155,1,0,29049.314697424274,8,3,2022,5
154,2022-04-03T00:00:00.000,Food,South,134,354.7288866889499,0.19345681302891804,2182.724211216986,38.2829473153042,1,0,38711.571587603765,4,2,2022,6
155,2022-08-19T00:00:00.000,Electronics,East,27,430.397994548378,0.21934720333647514,4760.402158281664,32.356541771873964,0,0,9868.15901826189,8,3,2022,4
156,2022-06-05T00:00:00.000,Home & Garden,East,22,214.0871716329007,0.24665396604492698,4326.566005039529,12.419791914453032,1,0,4460.264362417096,6,2,2022,6
157,2022-12-19T00:00:00.000,Sports,North,94,476.60743839753866,0.014958043919749274,1174.5916396121283,23.815339831803,0,0,44366.40417641545,12,4,2022,0
158,2022-01-31T00:00:00.000,Food,North,170,239.65964829953543,0.12444585070129954,1730.331823688178,6.973142382782449,0,0,35932.02405650638,1,1,2022,0
159,2022-08-14T00:00:00.000,Food,North,151,442.5630328169834,0.2766146406381322,970.375495440624,9.506152100649956,1,0,48673.83676765792,8,3,2022,6
160,2022-10-27T00:00:00.000,Clothing,South,97,312.4375956672845,0.26544238410919524,1541.1093901673405,19.14845747374637,0,1,23025.36754536411,10,4,2022,3
161,2022-08-06T00:00:00.000,Sports,East,130,232.4398281934513,0.09049867248934465,2228.085832842312,34.90398296639881,1,0,28012.646806303655,8,3,2022,5
162,2022-11-26T00:00:00.000,Sports,West,20,22.075758271798108,0.20900669636195907,3763.9687583114514,34.27325020936398,1,1,1372.5315842536174,11,4,2022,5
163,2022-11-27T00:00:00.000,Clothing,East,173,412.7012681489222,0.1938929800972144,3413.03960467891,9.492247431514318,1,0,58211.68540298688,11,4,2022,6
164,2022-05-22T00:00:00.000,Home & Garden,West,106,197.9319110926487,0.2509860631102974,3428.547443811058,26.495909761161244,1,0,16536.967778296792,5,2,2022,6
165,2022-12-06T00:00:00.000,Clothing,West,178,189.2906563227257,0.0688180506463146,1482.3640031518053,6.9142611101693685,0,0,31639.642023276203,12,4,2022,1
166,2022-05-30T00:00:00.000,Clothing,West,154,255.30589135450472,0.2383546633472246,3681.8891477001416,6.757910401239082,0,0,30337.218787519472,5,2,2022,0
167,2022-12-15T00:00:00.000,Electronics,North,147,391.21263606975907,0.06614114429981095,1240.547262932007,19.221628083731872,0,1,54484.052254690876,12,4,2022,3
168,2022-06-07T00:00:00.000,Home & Garden,West,184,117.70462092336311,0.039455480074913375,4357.08301935327,25.137439113804458,0,0,21304.229169898696,6,2,2022,1
169,2022-06-06T00:00:00.000,Electronics,West,118,379.47128711490734,0.010781602476466002,2276.3045923017266,37.57825540607714,0,0,44650.113026252024,6,2,2022,0
170,2022-07-02T00:00:00.000,Clothing,East,94,458.1288452857939,0.13020629181262763,1664.2023896994842,20.20411616523134,1,0,38117.09125894957,7,3,2022,5
171,2022-08-28T00:00:00.000,Clothing,West,151,402.1011103649538,0.25890271382016805,1178.0936915037519,34.805801175647666,1,1,45663.44013545163,8,3,2022,6
